emp_id,department,role,band,gender,city,education,age,tenure_years,salary,performance,satisfaction,engagement,leaves_taken,trainings,promotions,attrition,exit_reason,hire_year,remote_pct,overtime_hrs,manager_rating,peer_rating,skip_meetings_pct,attrition_risk,risk_band,cost_to_replace,days_since_promo,target_achieved
EMP02170,HR,Senior Manager,L4,Male,Noida,MBA,57,2.9,84900.0,4.3,4.0,4.5,26,6,1,0,Transfer,2019,75,7,4.3,2.9,0.29,0.318,Low,103000.0,97,0.86
EMP02171,Engineering,Senior Manager,L4,Female,Mumbai,Bachelor's,52,1.8,90600.0,4.6,4.7,3.0,11,5,1,0,Termination,2017,50,19,3.7,4.0,0.15,0.432,Medium,46600.0,1430,0.54
EMP02172,Sales,Senior Manager,L2,Non-Binary,Pune,Bachelor's,38,4.1,55900.0,2.6,2.2,2.6,23,8,2,0,Retirement,2019,100,14,4.1,4.6,0.21,0.549,Medium,49900.0,1452,0.66
EMP02173,Sales,Analyst,L1,Male,Bangalore,Bachelor's,42,0.9,58900.0,4.4,2.0,4.4,19,3,1,0,Termination,2021,75,16,3.8,4.5,0.16,0.508,Medium,50000.0,895,0.49
EMP02174,Sales,Director,L2,Female,Kolkata,Bachelor's,36,1.2,164700.0,4.2,4.3,3.4,0,4,0,1,Resignation,2016,50,19,3.3,3.8,0.09,0.488,Medium,255800.0,489,0.73
EMP02175,Product,Senior Manager,L3,Male,Mumbai,Diploma,37,15.5,96200.0,3.8,3.5,3.0,29,2,1,0,Termination,2023,75,14,3.0,4.8,0.07,0.38,Medium,79100.0,1419,0.83
EMP02176,Operations,Analyst,L2,Female,Delhi,MBA,53,1.2,49800.0,4.0,3.7,4.1,11,0,2,0,Retirement,2020,100,5,4.3,4.6,0.1,0.335,Medium,44300.0,1217,0.35
EMP02177,Sales,Senior Manager,L4,Male,Chennai,Diploma,52,4.4,95600.0,3.9,4.2,3.2,29,4,2,1,Contract End,2020,50,5,2.7,2.0,0.15,0.309,Low,156600.0,874,0.64
EMP02178,Engineering,Individual Contributor,L2,Male,Hyderabad,Bachelor's,48,4.9,40400.0,3.9,3.8,3.4,14,3,1,0,Retirement,2020,50,3,4.2,4.3,0.24,0.332,Medium,80400.0,684,0.58
EMP02179,Marketing,Individual Contributor,L3,Female,Chennai,Bachelor's,35,1.1,90500.0,4.3,3.3,4.1,17,2,0,1,Resignation,2017,75,16,3.4,4.1,0.32,0.489,Medium,84400.0,942,0.81
EMP02180,Engineering,Individual Contributor,L2,Male,Kolkata,Bachelor's,22,0.5,56200.0,3.3,2.1,2.8,26,8,0,0,Termination,2017,75,18,3.6,3.1,0.24,0.669,High,75700.0,757,0.58
EMP02181,Finance,Senior Analyst,L3,Male,Chennai,Master's,54,6.2,82900.0,4.4,4.1,3.2,0,8,3,0,Transfer,2021,25,7,3.1,4.6,0.13,0.381,Medium,106700.0,326,0.29
EMP02182,Engineering,Individual Contributor,L2,Male,Pune,Bachelor's,48,9.9,108300.0,4.1,4.0,3.2,25,6,1,1,Retirement,2021,50,24,1.6,2.2,0.19,0.462,Medium,97700.0,1029,0.67
EMP02183,Operations,VP,L2,Female,Chennai,Bachelor's,48,2.1,127300.0,3.6,4.3,4.0,27,4,0,0,Resignation,2018,50,6,3.7,4.1,0.03,0.372,Medium,90700.0,1178,0.66
EMP02184,Engineering,Director,L3,Male,Kolkata,Master's,42,16.6,133700.0,3.2,3.1,4.1,21,1,0,0,Termination,2023,0,13,3.3,3.9,0.12,0.306,Low,224500.0,1464,0.47
EMP02185,Product,Individual Contributor,L1,Male,Hyderabad,Master's,38,0.3,57800.0,4.5,4.2,2.0,4,1,3,0,Contract End,2018,100,7,3.3,4.2,0.22,0.429,Medium,29300.0,531,0.68
EMP02186,Engineering,Senior Manager,L2,Male,Hyderabad,MBA,29,6.4,102300.0,3.1,4.1,2.1,2,7,1,0,Transfer,2022,100,21,4.6,2.0,0.32,0.575,Medium,83300.0,474,0.73
EMP02187,Marketing,Manager,L5,Male,Chennai,Master's,35,0.7,108900.0,1.8,2.6,1.8,8,7,0,0,Transfer,2016,0,12,4.3,3.4,0.17,0.595,Medium,73500.0,815,0.74
EMP02188,Sales,Director,L4,Female,Chennai,Bachelor's,36,3.1,72900.0,4.5,2.3,3.6,26,8,1,1,Transfer,2023,75,22,3.8,3.4,0.02,0.626,Medium,38000.0,28,0.57
EMP02189,Sales,Manager,L1,Male,Hyderabad,Master's,24,2.9,54600.0,4.0,2.6,2.8,25,2,3,0,Termination,2015,100,19,2.8,3.1,0.37,0.557,Medium,72800.0,377,0.67
EMP02190,Sales,Manager,L1,Male,Kolkata,PhD,53,6.5,108900.0,4.2,3.3,2.0,18,7,0,1,Resignation,2017,0,14,2.2,3.7,0.21,0.548,Medium,172600.0,729,0.7
EMP02191,Marketing,VP,L3,Male,Hyderabad,MBA,48,5.4,51800.0,4.6,2.4,4.4,5,0,1,0,Retirement,2021,100,8,2.8,4.1,0.37,0.442,Medium,28100.0,1006,0.76
EMP02192,Product,Manager,L3,Female,Kolkata,Bachelor's,44,0.2,91400.0,3.7,4.0,3.9,22,5,2,1,Resignation,2015,0,15,4.7,3.9,0.08,0.485,Medium,114600.0,1105,0.53
EMP02193,Product,VP,L2,Male,Pune,MBA,26,1.9,80200.0,3.7,3.6,1.8,29,8,3,0,Resignation,2020,100,7,4.7,3.6,0.2,0.445,Medium,130800.0,1159,0.36
EMP02194,Product,Senior Analyst,L4,Female,Mumbai,Bachelor's,22,0.5,137800.0,4.6,4.0,3.8,30,5,2,0,Retirement,2022,0,8,4.3,2.3,0.05,0.426,Medium,253200.0,267,0.74
EMP02195,Engineering,Senior Manager,L4,Male,Kolkata,Bachelor's,53,3.5,48800.0,4.7,4.5,2.4,19,6,2,0,Transfer,2015,50,20,2.5,3.9,0.08,0.511,Medium,41300.0,420,0.36
EMP02196,Finance,Senior Analyst,L1,Female,Chennai,Bachelor's,51,6.6,50100.0,3.8,4.7,2.9,18,1,3,1,Contract End,2023,75,17,2.7,4.1,0.17,0.43,Medium,77100.0,75,0.44
EMP02197,Customer Success,Manager,L6,Non-Binary,Delhi,MBA,54,3.0,48500.0,4.4,4.0,1.9,13,0,0,0,Transfer,2016,0,4,4.8,3.4,0.16,0.455,Medium,27500.0,1251,0.71
EMP02198,Customer Success,Director,L3,Female,Mumbai,MBA,47,0.8,98000.0,3.1,3.8,4.5,11,5,1,0,Resignation,2019,75,16,3.7,3.4,0.22,0.404,Medium,109000.0,1351,0.37
EMP02199,Customer Success,Individual Contributor,L5,Male,Bangalore,Master's,46,0.1,83100.0,3.5,3.5,3.1,17,0,0,0,Termination,2017,75,12,3.3,4.6,0.27,0.529,Medium,87000.0,156,0.59
EMP02200,Engineering,Analyst,L5,Female,Mumbai,Bachelor's,25,7.0,72900.0,4.3,3.7,3.2,2,6,3,0,Transfer,2020,100,24,3.8,3.4,0.24,0.466,Medium,98300.0,1299,0.56
EMP02201,HR,Analyst,L1,Female,Hyderabad,Master's,26,2.6,65500.0,3.1,3.3,4.4,11,7,3,0,Contract End,2019,50,19,3.2,4.1,0.14,0.448,Medium,116500.0,187,0.42
EMP02202,Engineering,Director,L3,Female,Hyderabad,MBA,47,2.1,69100.0,3.6,3.4,4.1,5,7,0,0,Transfer,2016,50,24,3.5,4.0,0.22,0.502,Medium,125000.0,795,0.6
EMP02203,Operations,VP,L3,Female,Hyderabad,Diploma,27,1.9,49800.0,4.7,2.2,4.4,16,7,2,0,Termination,2015,75,17,4.5,4.4,0.33,0.562,Medium,63200.0,467,0.69
EMP02204,Operations,Analyst,L6,Male,Bangalore,PhD,50,3.3,25600.0,3.1,4.8,3.1,4,7,0,0,Resignation,2019,50,23,4.1,3.2,0.05,0.431,Medium,50400.0,772,0.72
EMP02205,Sales,Director,L3,Female,Bangalore,Master's,38,0.3,226800.0,4.1,3.7,2.8,26,7,3,0,Resignation,2019,25,3,3.1,4.2,0.29,0.458,Medium,275400.0,45,0.95
EMP02206,Customer Success,Senior Manager,L2,Male,Delhi,MBA,51,1.6,36700.0,3.4,3.7,2.9,6,0,0,0,Resignation,2016,75,2,4.5,2.6,0.23,0.348,Medium,30400.0,1134,0.68
EMP02207,Sales,Senior Manager,L4,Male,Mumbai,Bachelor's,41,1.5,99400.0,4.4,3.9,3.1,7,0,0,0,Retirement,2023,100,19,2.2,3.7,0.37,0.528,Medium,50100.0,166,0.9
EMP02208,Marketing,Individual Contributor,L6,Female,Bangalore,MBA,31,11.4,86400.0,3.2,4.3,3.1,25,3,2,0,Termination,2019,50,18,4.0,3.4,0.08,0.447,Medium,63000.0,1241,0.65
EMP02209,Product,Senior Analyst,L1,Male,Pune,Master's,43,2.9,38300.0,4.4,3.7,2.6,18,6,3,0,Contract End,2022,0,9,4.3,3.4,0.04,0.426,Medium,21700.0,1194,0.75
EMP02210,Operations,Senior Manager,L6,Female,Chennai,Diploma,43,4.7,47300.0,3.3,3.6,4.4,9,4,0,0,Retirement,2016,0,4,3.7,3.4,0.28,0.316,Low,54800.0,1379,0.72
EMP02211,Marketing,Director,L3,Male,Kolkata,Master's,22,8.3,62400.0,3.1,4.2,3.8,3,0,0,0,Termination,2021,75,10,4.2,2.3,0.1,0.376,Medium,54400.0,496,0.66
EMP02212,Sales,VP,L3,Male,Chennai,Diploma,36,0.2,97500.0,4.0,4.9,4.3,7,5,3,1,Resignation,2016,75,5,4.3,3.5,0.08,0.316,Low,158700.0,413,0.69
EMP02213,Sales,Senior Analyst,L1,Male,Hyderabad,Master's,56,2.5,31400.0,3.5,2.6,2.6,6,6,0,0,Contract End,2021,100,20,4.0,3.8,0.09,0.58,Medium,39900.0,167,0.53
EMP02214,HR,Senior Analyst,L3,Male,Chennai,Bachelor's,37,1.2,48500.0,4.1,2.9,3.9,4,4,3,0,Retirement,2019,75,12,4.5,3.7,0.01,0.503,Medium,61700.0,1417,0.35
EMP02215,Engineering,Analyst,L1,Female,Mumbai,Master's,23,2.7,62100.0,4.1,4.4,3.7,3,6,1,0,Termination,2020,0,5,4.2,3.2,0.35,0.339,Medium,123100.0,253,0.63
EMP02216,Finance,VP,L3,Male,Pune,MBA,36,2.5,37700.0,3.3,4.1,4.7,2,5,0,0,Resignation,2020,75,22,3.6,4.4,0.18,0.445,Medium,35300.0,418,0.84
EMP02217,Engineering,VP,L3,Female,Noida,Bachelor's,54,6.8,100900.0,3.2,2.7,3.4,8,1,0,0,Retirement,2017,100,8,3.8,3.7,0.07,0.422,Medium,171700.0,112,0.73
EMP02218,Engineering,VP,L4,Male,Chennai,MBA,52,4.0,99200.0,2.4,3.9,2.4,10,3,2,0,Termination,2017,0,12,2.7,4.4,0.27,0.506,Medium,184500.0,1325,0.67
EMP02219,Engineering,Senior Analyst,L3,Male,Bangalore,MBA,31,0.2,100400.0,3.7,4.0,3.5,23,2,0,0,Transfer,2015,0,1,4.0,3.1,0.34,0.312,Low,167700.0,568,0.42
EMP02220,Sales,Senior Analyst,L2,Male,Hyderabad,Bachelor's,29,1.3,141600.0,3.5,1.7,2.3,11,0,1,0,Contract End,2016,100,20,4.1,4.5,0.34,0.727,High,125200.0,209,0.6
EMP02221,Customer Success,Manager,L1,Female,Kolkata,Master's,30,3.8,66800.0,2.9,4.1,3.1,8,8,0,0,Transfer,2019,75,16,3.1,3.2,0.25,0.473,Medium,59000.0,1095,0.62
EMP02222,Engineering,Senior Analyst,L2,Male,Bangalore,MBA,51,12.6,59000.0,3.8,4.2,3.8,14,2,2,0,Transfer,2017,75,21,3.0,4.2,0.02,0.402,Medium,63200.0,229,0.78
EMP02223,Engineering,Senior Manager,L1,Female,Delhi,Master's,26,0.7,72700.0,3.9,3.4,3.2,11,5,1,0,Retirement,2015,75,17,3.7,3.8,0.26,0.474,Medium,59900.0,989,0.6
EMP02224,Marketing,Senior Analyst,L5,Female,Delhi,Bachelor's,33,2.9,112100.0,4.1,4.8,3.5,29,2,2,0,Retirement,2020,25,23,2.8,3.9,0.07,0.425,Medium,171800.0,259,0.5
EMP02225,Engineering,Individual Contributor,L3,Male,Kolkata,Bachelor's,36,0.8,90900.0,3.5,3.0,3.6,12,7,0,0,Resignation,2015,25,2,4.7,2.6,0.01,0.425,Medium,128300.0,347,0.85
EMP02226,Sales,Individual Contributor,L6,Male,Hyderabad,MBA,46,11.2,75900.0,3.6,2.6,3.9,11,8,2,0,Retirement,2020,75,10,4.3,4.6,0.29,0.419,Medium,124900.0,374,0.81
EMP02227,Sales,Senior Manager,L2,Male,Bangalore,MBA,34,0.1,110500.0,3.4,2.3,3.5,20,2,3,0,Contract End,2022,75,9,3.4,3.8,0.36,0.558,Medium,146900.0,494,0.66
EMP02228,Engineering,VP,L3,Female,Mumbai,Bachelor's,50,5.9,52400.0,3.7,3.7,2.2,7,7,1,0,Retirement,2018,50,15,4.8,3.8,0.22,0.485,Medium,87700.0,678,0.62
EMP02229,Operations,Individual Contributor,L1,Male,Bangalore,Master's,32,6.3,181400.0,4.0,3.4,2.8,30,2,2,0,Retirement,2020,50,17,3.2,4.4,0.21,0.473,Medium,264200.0,1325,0.59
EMP02230,Sales,Individual Contributor,L2,Female,Chennai,Master's,51,3.3,58200.0,3.6,3.5,3.9,24,8,1,1,Termination,2022,25,18,3.9,4.5,0.35,0.492,Medium,70200.0,327,0.45
EMP02231,Marketing,Director,L4,Female,Delhi,Bachelor's,43,3.7,52800.0,2.8,3.7,4.5,15,8,3,0,Contract End,2017,50,1,3.4,2.8,0.29,0.264,Low,100300.0,1221,0.8
EMP02232,Engineering,Senior Manager,L3,Female,Chennai,Diploma,28,1.1,62900.0,3.3,4.6,2.5,22,3,1,0,Retirement,2017,50,16,4.0,3.6,0.33,0.522,Medium,72500.0,890,0.72
EMP02233,Customer Success,Manager,L5,Male,Pune,Bachelor's,52,1.5,49600.0,4.6,3.7,3.6,23,2,0,0,Transfer,2015,25,13,3.7,3.8,0.33,0.491,Medium,40100.0,631,0.78
EMP02234,Engineering,VP,L1,Female,Noida,Bachelor's,47,1.8,59800.0,4.0,3.2,2.7,23,8,2,1,Termination,2016,50,8,2.0,4.0,0.24,0.525,Medium,67200.0,387,0.78
EMP02235,Sales,Analyst,L4,Male,Noida,Bachelor's,57,2.8,64800.0,3.9,2.1,3.1,9,1,1,0,Resignation,2018,50,1,4.3,3.1,0.1,0.452,Medium,128200.0,0,0.95
EMP02236,Engineering,VP,L2,Female,Hyderabad,PhD,28,9.7,146500.0,3.7,3.7,3.9,31,3,0,0,Termination,2019,0,17,4.0,4.8,0.21,0.393,Medium,175700.0,432,0.85
EMP02237,Engineering,VP,L3,Male,Pune,Bachelor's,41,2.0,87300.0,3.7,3.9,4.7,26,5,0,0,Resignation,2018,100,18,3.8,3.0,0.01,0.391,Medium,62000.0,497,0.73
EMP02238,Engineering,Individual Contributor,L1,Male,Chennai,Master's,52,11.7,47000.0,4.6,3.6,3.7,15,7,1,0,Contract End,2023,50,16,4.8,4.2,0.26,0.359,Medium,61400.0,975,0.55
EMP02239,Sales,Individual Contributor,L1,Non-Binary,Bangalore,Bachelor's,44,1.8,86200.0,4.1,3.7,3.9,9,4,2,0,Resignation,2019,50,15,3.9,3.9,0.08,0.431,Medium,93700.0,853,0.79
EMP02240,Engineering,Director,L3,Male,Noida,Master's,50,0.5,90800.0,3.1,4.1,4.5,0,7,1,0,Termination,2020,100,22,4.3,3.6,0.32,0.453,Medium,76500.0,103,0.45
EMP02241,Sales,Analyst,L5,Male,Hyderabad,MBA,28,11.4,106400.0,3.9,2.3,4.8,1,1,0,0,Resignation,2017,50,14,3.8,3.4,0.39,0.386,Medium,85700.0,35,0.46
EMP02242,Marketing,Individual Contributor,L4,Male,Bangalore,MBA,40,2.6,81400.0,3.8,3.5,3.3,22,1,1,0,Transfer,2021,75,14,4.1,4.0,0.25,0.452,Medium,111300.0,214,0.37
EMP02243,Engineering,Individual Contributor,L5,Female,Chennai,PhD,29,0.6,73100.0,4.8,3.5,2.7,17,8,0,0,Contract End,2017,0,16,2.5,4.8,0.16,0.528,Medium,136500.0,611,0.62
EMP02244,Operations,VP,L5,Female,Hyderabad,MBA,53,6.4,36000.0,3.3,2.3,3.1,31,4,1,0,Contract End,2015,25,12,2.8,3.0,0.22,0.55,Medium,54100.0,473,0.57
EMP02245,Engineering,Analyst,L6,Male,Bangalore,MBA,57,3.3,55600.0,3.5,4.5,4.1,28,1,2,0,Retirement,2022,50,1,3.3,4.6,0.22,0.297,Low,34100.0,948,0.82
EMP02246,Marketing,Manager,L3,Male,Pune,Bachelor's,30,0.9,76800.0,3.3,4.4,2.9,12,7,2,1,Resignation,2018,100,12,3.2,3.3,0.38,0.402,Medium,57900.0,823,0.29
EMP02247,Operations,Analyst,L1,Female,Noida,PhD,54,15.0,102400.0,2.4,4.8,4.9,31,5,2,0,Termination,2019,0,9,4.7,3.8,0.15,0.161,Low,150600.0,183,0.46
EMP02248,Marketing,Senior Analyst,L3,Female,Pune,Master's,46,2.3,106600.0,4.0,2.2,2.9,8,5,1,0,Termination,2022,75,24,4.3,2.4,0.38,0.642,Medium,118600.0,865,0.4
EMP02249,Engineering,Senior Manager,L5,Female,Bangalore,Diploma,49,0.1,99100.0,3.2,3.8,3.5,2,6,1,0,Resignation,2022,50,19,3.6,4.4,0.32,0.465,Medium,197800.0,78,0.79
EMP02250,Engineering,Senior Analyst,L1,Female,Pune,MBA,51,1.4,63200.0,3.5,3.9,2.9,9,1,1,0,Transfer,2021,50,4,3.3,2.5,0.38,0.37,Medium,59100.0,475,0.74
EMP02251,Engineering,Senior Manager,L3,Male,Hyderabad,Diploma,52,0.4,64300.0,3.7,1.8,4.6,26,3,2,0,Contract End,2019,75,5,3.6,3.4,0.06,0.46,Medium,40700.0,509,0.85
EMP02252,Engineering,Senior Analyst,L1,Male,Chennai,Bachelor's,56,4.2,146000.0,3.9,4.6,3.2,2,4,3,1,Transfer,2017,0,7,2.8,3.5,0.28,0.324,Low,189300.0,599,0.44
EMP02253,Marketing,Director,L4,Female,Pune,PhD,38,2.7,56600.0,3.0,4.7,4.0,16,6,2,0,Resignation,2017,50,18,3.2,2.5,0.05,0.381,Medium,98700.0,315,0.58
EMP02254,Customer Success,VP,L2,Female,Pune,Bachelor's,43,9.6,42500.0,3.9,3.8,3.6,14,4,0,0,Resignation,2016,100,8,4.0,2.8,0.12,0.314,Low,52400.0,1321,0.62
EMP02255,Sales,Director,L2,Female,Pune,Bachelor's,51,0.9,72300.0,4.0,3.7,3.9,20,5,1,1,Contract End,2022,25,10,4.1,3.5,0.29,0.371,Medium,120400.0,70,0.68
EMP02256,Operations,VP,L1,Male,Delhi,Bachelor's,54,0.4,80700.0,4.6,2.7,4.5,29,8,0,0,Retirement,2023,50,5,2.9,4.2,0.29,0.368,Medium,40500.0,866,0.63
EMP02257,Product,Individual Contributor,L6,Male,Mumbai,Bachelor's,46,0.5,88800.0,3.1,3.4,2.8,28,0,0,0,Transfer,2016,75,21,3.1,4.2,0.04,0.626,Medium,72100.0,1340,0.27
EMP02258,Customer Success,VP,L5,Female,Chennai,Master's,27,3.2,65200.0,4.5,2.7,4.3,12,8,0,0,Contract End,2022,50,16,4.5,4.6,0.1,0.459,Medium,43000.0,688,0.45
EMP02259,Sales,Manager,L2,Female,Kolkata,MBA,39,4.6,68000.0,3.5,2.8,3.8,12,8,1,0,Retirement,2020,50,6,4.4,4.5,0.3,0.358,Medium,107700.0,913,0.71
EMP02260,Engineering,Analyst,L4,Female,Chennai,PhD,55,4.4,72600.0,3.0,4.7,3.0,28,4,1,0,Contract End,2016,100,16,3.5,3.0,0.23,0.388,Medium,141000.0,815,0.5
EMP02261,Engineering,Individual Contributor,L3,Male,Chennai,Bachelor's,43,1.4,55900.0,4.8,4.2,2.4,1,4,1,0,Resignation,2016,0,7,4.0,3.3,0.25,0.383,Medium,63900.0,48,0.53
EMP02262,Engineering,Manager,L1,Female,Mumbai,Master's,32,7.5,110900.0,4.7,4.6,2.1,30,6,3,0,Termination,2022,100,3,2.9,3.4,0.04,0.387,Medium,203000.0,1068,0.48
EMP02263,Engineering,Director,L2,Female,Chennai,Bachelor's,42,5.8,43800.0,4.4,3.6,3.7,31,0,3,0,Retirement,2023,50,12,4.4,2.3,0.09,0.442,Medium,60900.0,1374,0.53
EMP02264,Customer Success,Individual Contributor,L3,Male,Pune,Master's,53,15.3,149600.0,4.5,4.6,3.9,17,2,0,0,Resignation,2016,100,2,4.6,4.6,0.33,0.187,Low,284100.0,1421,0.58
EMP02265,HR,Senior Manager,L5,Male,Noida,Diploma,28,3.3,103500.0,4.4,4.2,2.8,17,5,2,0,Termination,2016,0,7,2.8,2.2,0.22,0.392,Medium,78000.0,1205,0.85
EMP02266,Engineering,Individual Contributor,L1,Male,Noida,Master's,54,9.6,59100.0,4.1,4.3,4.0,22,7,0,0,Retirement,2017,100,6,4.3,2.3,0.37,0.298,Low,107800.0,449,0.51
EMP02267,Marketing,Senior Analyst,L3,Male,Chennai,MBA,43,1.0,57300.0,4.5,4.4,4.7,25,4,2,1,Contract End,2017,25,17,3.6,2.5,0.22,0.352,Medium,109300.0,836,0.67
EMP02268,Sales,Individual Contributor,L3,Male,Kolkata,PhD,29,4.1,72600.0,4.5,1.9,2.9,25,7,2,0,Termination,2019,75,15,3.5,3.2,0.08,0.609,Medium,141200.0,121,0.44
EMP02269,Engineering,Senior Manager,L3,Female,Delhi,Master's,33,0.5,103700.0,4.7,4.3,4.0,29,2,3,0,Transfer,2015,50,23,4.6,2.6,0.17,0.461,Medium,87200.0,1432,0.83
EMP02270,Customer Success,Analyst,L1,Female,Pune,Master's,42,1.5,70700.0,3.7,3.5,3.5,17,7,1,0,Retirement,2023,75,13,3.5,3.9,0.1,0.441,Medium,84500.0,971,0.78
EMP02271,Product,Senior Manager,L3,Female,Delhi,Bachelor's,29,9.6,100200.0,3.4,2.7,3.6,0,0,0,0,Transfer,2021,100,2,3.5,3.7,0.35,0.398,Medium,95100.0,765,0.7
EMP02272,Marketing,Manager,L2,Male,Bangalore,MBA,29,1.8,89000.0,4.5,3.8,2.3,30,3,3,0,Resignation,2017,0,13,3.5,4.8,0.39,0.542,Medium,170100.0,1007,0.73
EMP02273,Sales,Senior Manager,L5,Male,Noida,Master's,38,0.3,156700.0,4.7,4.3,4.7,28,7,1,0,Termination,2023,75,16,3.3,1.7,0.12,0.378,Medium,242800.0,96,0.4
EMP02274,Sales,Individual Contributor,L4,Male,Chennai,PhD,30,17.2,132400.0,4.4,4.2,4.4,10,6,2,0,Resignation,2023,50,3,3.9,4.7,0.38,0.149,Low,242500.0,601,0.6
EMP02275,Customer Success,Senior Manager,L3,Female,Hyderabad,Bachelor's,30,0.9,59500.0,4.3,2.7,4.5,21,2,3,0,Transfer,2015,75,24,3.5,3.1,0.3,0.516,Medium,111400.0,278,0.59
EMP02276,Operations,Analyst,L3,Female,Pune,Bachelor's,23,1.3,61900.0,4.5,4.5,4.3,27,3,1,0,Transfer,2020,50,8,4.5,4.3,0.18,0.287,Low,62800.0,1110,0.8
EMP02277,Product,Senior Analyst,L1,Female,Pune,Bachelor's,48,3.0,49800.0,4.4,4.4,4.0,27,1,2,0,Termination,2022,0,5,4.8,2.8,0.28,0.35,Medium,59600.0,254,0.78
EMP02278,HR,VP,L3,Female,Hyderabad,MBA,37,6.4,61700.0,3.8,4.0,4.0,30,3,2,0,Transfer,2016,100,21,3.3,3.5,0.13,0.44,Medium,93100.0,1087,0.5
EMP02279,Sales,Analyst,L1,Male,Mumbai,PhD,56,2.7,102200.0,4.8,4.7,3.0,10,8,0,0,Transfer,2018,0,9,3.3,3.6,0.31,0.397,Medium,185200.0,652,0.46
EMP02280,Product,Individual Contributor,L6,Male,Mumbai,Bachelor's,56,9.3,123600.0,3.0,3.2,3.4,26,7,2,0,Transfer,2018,50,11,3.4,3.3,0.05,0.387,Medium,143900.0,96,0.62
EMP02281,Marketing,Manager,L4,Female,Kolkata,Bachelor's,38,0.5,31500.0,4.8,2.9,4.2,31,6,0,0,Contract End,2023,100,15,4.0,4.7,0.07,0.441,Medium,55300.0,369,0.76
EMP02282,Product,Director,L2,Female,Mumbai,Bachelor's,57,5.0,56500.0,3.9,4.1,4.1,6,0,0,0,Resignation,2023,75,20,4.3,3.0,0.27,0.386,Medium,105100.0,70,0.77
EMP02283,Operations,Senior Analyst,L4,Female,Bangalore,PhD,32,1.9,83000.0,4.3,3.0,4.4,27,5,0,0,Resignation,2019,75,19,3.5,4.0,0.05,0.474,Medium,93800.0,1252,0.72
EMP02284,Product,Senior Analyst,L2,Male,Kolkata,Bachelor's,40,0.7,221300.0,3.7,4.2,4.8,9,5,0,0,Retirement,2015,0,14,3.2,3.6,0.28,0.322,Low,242600.0,1302,0.59
EMP02285,Engineering,Manager,L3,Female,Mumbai,Bachelor's,30,1.7,25100.0,3.1,3.0,3.8,9,6,2,1,Termination,2016,100,6,4.2,4.3,0.02,0.387,Medium,38800.0,1442,0.38
EMP02286,Operations,Manager,L5,Male,Pune,Master's,57,0.7,48900.0,4.4,3.8,3.4,12,3,0,0,Termination,2017,100,20,3.9,4.0,0.29,0.506,Medium,92500.0,447,0.51
EMP02287,Engineering,Individual Contributor,L5,Female,Kolkata,Diploma,49,1.1,27700.0,3.6,3.6,2.1,22,6,1,1,Contract End,2023,25,13,4.6,3.0,0.17,0.508,Medium,51900.0,902,0.6
EMP02288,HR,Manager,L2,Female,Hyderabad,Bachelor's,52,2.6,56100.0,4.7,3.5,2.6,28,6,3,0,Termination,2021,100,7,4.6,3.9,0.11,0.462,Medium,66600.0,1413,0.46
EMP02289,Operations,Senior Manager,L6,Male,Mumbai,Master's,26,2.4,44700.0,3.3,2.8,4.1,6,7,1,0,Termination,2020,50,7,3.4,3.7,0.05,0.414,Medium,33000.0,1108,0.68
EMP02290,HR,Individual Contributor,L2,Female,Chennai,Master's,32,1.2,167700.0,4.4,3.7,3.8,0,0,1,0,Retirement,2022,100,13,4.5,2.9,0.2,0.435,Medium,334200.0,501,0.54
EMP02291,Customer Success,Manager,L5,Male,Chennai,Bachelor's,25,1.1,82600.0,4.2,2.7,3.0,30,2,1,1,Contract End,2015,100,4,2.8,3.6,0.32,0.503,Medium,44100.0,91,0.21
EMP02292,Product,Senior Analyst,L1,Male,Kolkata,Bachelor's,48,6.2,88700.0,3.9,3.5,3.9,4,4,0,0,Resignation,2017,25,3,3.6,4.2,0.03,0.295,Low,94100.0,601,0.83
EMP02293,Sales,Analyst,L5,Male,Noida,Bachelor's,38,0.8,138400.0,3.6,3.3,3.8,31,0,3,0,Transfer,2019,100,18,3.1,4.0,0.21,0.467,Medium,209200.0,396,0.72
EMP02294,Finance,Director,L3,Male,Hyderabad,Bachelor's,23,3.3,108200.0,3.6,3.7,2.4,26,1,1,1,Transfer,2021,75,23,4.4,4.0,0.35,0.59,Medium,88100.0,76,0.92
EMP02295,Engineering,Senior Analyst,L6,Non-Binary,Delhi,Master's,31,8.4,90100.0,4.3,3.5,2.9,23,8,3,0,Transfer,2017,100,10,3.3,2.4,0.32,0.419,Medium,153800.0,420,0.85
EMP02296,Customer Success,Analyst,L1,Male,Kolkata,PhD,23,4.5,66300.0,3.4,2.9,3.1,15,6,1,0,Transfer,2022,0,17,3.7,3.5,0.15,0.578,Medium,33300.0,472,0.91
EMP02297,Finance,Analyst,L4,Male,Chennai,Bachelor's,42,1.9,88900.0,4.4,3.9,3.1,5,0,1,0,Resignation,2022,50,9,3.5,4.1,0.24,0.372,Medium,161200.0,136,0.6
EMP02298,Finance,Manager,L1,Male,Bangalore,PhD,35,2.1,130000.0,4.8,4.2,4.0,26,8,1,0,Retirement,2016,50,24,2.4,4.0,0.01,0.467,Medium,149700.0,213,0.48
